stu_id,variable,Who am I?,code,valence
stu_QOGPO20181,TST Respose 9,l'm kind to my friends,44.0,positive
stu_QOGPO20181,TST Respose 9,l'm kind to my friends,10.0,positive
stu_VOXTG50835,TST Respose 4,I like wingstop,24.0,posirive
stu_DERZZ01872,TST Respose 15,I like Carnegie learning,25.0,positive
stu_DERZZ01872,TST Respose 15,I like Carnegie learning,24.0,positive
stu_EXNUN73314,TST Respose 9,I am kind,44.0,positive
stu_UYFTQ45542,TST Respose 20,Last but not least i am a tall person,35.0,neutral
stu_GXIYC47970,TST Respose 17,i am a taki's lover,24.0,positive
stu_MXNSB23169,TST Respose 6,aia also like english.,25.0,positive
stu_MXNSB23169,TST Respose 6,aia also like english.,24.0,positive
stu_PSHPN85751,TST Respose 10,bye,48.0,none
stu_LJAAE92948,TST Respose 12,Bad at math,25.0,negative
stu_FSPCV10901,TST Respose 9,I am in the [CITY] All City Honors Chorus.,26.0,neutral
stu_OFWAG94272,TST Respose 1,A respectful person,44.0,positive
stu_OFWAG94272,TST Respose 1,A respectful person,21.0,none
stu_CJHBB29429,TST Respose 3,I am a person that like to do road trip,31.0,positive
stu_CJHBB29429,TST Respose 3,I am a person that like to do road trip,21.0,none
stu_CJHBB29429,TST Respose 3,I am a person that like to do road trip,24.0,positive
stu_SIWRL23181,TST Respose 4,i am funny,44.0,positive
stu_ABSGH36082,TST Respose 1,I'm a soccer player,29.0,neutral
stu_BESSB35006,TST Respose 19,i like to go to the pool,29.0,positive
stu_BESSB35006,TST Respose 19,i like to go to the pool,24.0,positive
stu_FSPCV10901,TST Respose 10,I'm in the sixth grade.,22.0,sixthgrader
stu_FSPCV10901,TST Respose 10,I'm in the sixth grade.,4.0,child
stu_FSPCV10901,TST Respose 10,I'm in the sixth grade.,14.0,neutral
stu_FQKSK24193,TST Respose 17,i am good at math,25.0,positive
stu_ROXAU39801,TST Respose 14,I am a cousin,12.0,neutral
stu_QPHPK12517,TST Respose 4,nice,44.0,positive
stu_XKMAG80800,TST Respose 20,A skibidi,48.0,none
stu_UYUIH18635,TST Respose 11,I like physical education,29.0,positive
stu_UYUIH18635,TST Respose 11,I like physical education,24.0,positive
stu_SQLXP95993,TST Respose 13,I like to write essay,25.0,positive
stu_SQLXP95993,TST Respose 13,I like to write essay,24.0,positive
stu_DERZZ01872,TST Respose 18,I like learning,25.0,positivepositive
stu_DERZZ01872,TST Respose 18,I like learning,24.0,positivepositive
stu_WDDQQ92015,TST Respose 16,i am a student,14.0,neutral
stu_MZIVN56293,TST Respose 19,i play volleyball for fun,29.0,positive
stu_ORUUL82324,TST Respose 2,I used to do ballet,26.0,neutral
stu_HMQRZ27503,TST Respose 20,I am a nwe soccer players,29.0,neutral
stu_LVOOZ80056,TST Respose 1,I am 11 years old girl.,4.0,11
stu_LVOOZ80056,TST Respose 1,I am 11 years old girl.,2.0,girl
stu_VOXTG50835,TST Respose 11,i been to cape verde,22.0,been to cape verde
stu_YXBHV58732,TST Respose 2,I like math,25.0,positive
stu_YXBHV58732,TST Respose 2,I like math,24.0,positive
stu_UEYTM01990,TST Respose 13,I like to read,25.0,positive
stu_UEYTM01990,TST Respose 13,I like to read,24.0,positive
stu_WBAVA84528,TST Respose 2,i like ice cream,24.0,positive
stu_QZOUO83023,TST Respose 10,I like dogs,24.0,positive
stu_NRKZA72454,TST Respose 1,I am a teen.,22.0,teenager
stu_ZARRQ26344,TST Respose 13,i have five cousin,12.0,neutral
stu_RSKDK68207,TST Respose 13,I am a female. I was born a female.,1.0,f
stu_NRKZA72454,TST Respose 13,I am bad at math.,25.0,negative
stu_NWRRC44615,TST Respose 6,im 12 yrs old,4.0,12
stu_YSQPA55709,TST Respose 9,i walk to school,14.0,neutral
stu_KWLPL21630,TST Respose 6,"I don't like math, but I don't dislike it either.",25.0,neutral
stu_KWLPL21630,TST Respose 6,"I don't like math, but I don't dislike it either.",24.0,neutral
stu_EXNUN73314,TST Respose 17,I am romantic,44.0,positive
stu_IKUOQ66846,TST Respose 3,I'm a football player,29.0,neutral
stu_YBWGX96937,TST Respose 2,i like carnegie,25.0,positive
stu_YBWGX96937,TST Respose 2,i like carnegie,24.0,positive
stu_VUNQZ79892,TST Respose 2,im a sister,12.0,neutral
stu_VUNQZ79892,TST Respose 2,im a sister,2.0,girl
stu_VUNQZ79892,TST Respose 2,im a sister,,neutral
stu_KWLPL21630,TST Respose 4,If I understand something I will do the best that I can to do it right.,43.0,positive
stu_XKMAG80800,TST Respose 19,I like to fanum tax.,31.0,positive
stu_XKMAG80800,TST Respose 19,I like to fanum tax.,24.0,positive
stu_HLKZL24322,TST Respose 2,a basketball,48.0,none
stu_KWMWG76590,TST Respose 7,i have 3 sister's,12.0,neutral
stu_MRIWT64391,TST Respose 10,a emotional person,45.0,neutral
stu_MRIWT64391,TST Respose 10,a emotional person,21.0,none
stu_YXJEP22115,TST Respose 8,I am [FIRST NAME],5.0,none
stu_SELBD60428,TST Respose 5,[FIRST LAST NAME],5.0,none
stu_WWNBY52737,TST Respose 7,I am a student.,14.0,neutral
stu_MXNSF14478,TST Respose 4,I have really good grades,43.0,positive
stu_MXNSF14478,TST Respose 4,I have really good grades,14.0,neutral
stu_MXNSF14478,TST Respose 4,I have really good grades,25.0,positive
stu_TRKWP48352,TST Respose 1,I am a student,14.0,neutral
stu_FBOFA96484,TST Respose 3,I am a 6th,48.0,none
stu_OIYXZ27717,TST Respose 1,I am someone who likes swimming,29.0,positive
stu_OIYXZ27717,TST Respose 1,I am someone who likes swimming,24.0,positive
stu_KGOWI06896,TST Respose 19,I like to sleep,31.0,positive
stu_KGOWI06896,TST Respose 19,I like to sleep,24.0,positive
stu_CINVJ49388,TST Respose 14,tik tok user,27.0,neutral
stu_JTZYY08754,TST Respose 6,"Math, and everything else",48.0,none
stu_VGJIS59600,TST Respose 4,I like to read and listen to music,25.0,positive
stu_VGJIS59600,TST Respose 4,I like to read and listen to music,24.0,positive
stu_VTRUH97046,TST Respose 3,I speak creole.,25.0,neutral
stu_VTRUH97046,TST Respose 3,I speak creole.,22.0,speakscreole
stu_VNSDU81090,TST Respose 9,my favorite candy is recces candy,24.0,positive
stu_DERZZ01872,TST Respose 1,I am a student,14.0,neutral
stu_BJJXN95776,TST Respose 1,I am a big brother,12.0,neutral
stu_BJJXN95776,TST Respose 1,I am a big brother,2.0,boy
stu_LDUML32113,TST Respose 20,i like my friends,24.0,positive
stu_LDUML32113,TST Respose 20,i like my friends,10.0,positive
stu_UJNMI16598,TST Respose 20,Fornite player (sometimes),28.0,neutral
stu_RUZUK44953,TST Respose 19,I am someone who has not gotten a write-up this year.,47.0,positive
stu_UAFAK64772,TST Respose 11,middle class,17.0,middle
stu_VFKRH03938,TST Respose 13,i am a sweet person,44.0,positive
stu_VFKRH03938,TST Respose 13,i am a sweet person,21.0,none
stu_TDURA35752,TST Respose 9,I am nice,44.0,positive
stu_QPHPK12517,TST Respose 18,i love tiktok,27.0,positive
stu_QPHPK12517,TST Respose 18,i love tiktok,24.0,positive
stu_RSKDK68207,TST Respose 19,I am in 8th grade. I am a student at a Middle School.,22.0,eighthgrader
stu_RSKDK68207,TST Respose 19,I am in 8th grade. I am a student at a Middle School.,4.0,child
stu_RSKDK68207,TST Respose 19,I am in 8th grade. I am a student at a Middle School.,14.0,neutral
stu_NKHRJ04957,TST Respose 8,I like Leanard Divince,24.0,positive
stu_RUZUK44953,TST Respose 6,I am a person who likes sports,24.0,positive
stu_RUZUK44953,TST Respose 6,I am a person who likes sports,21.0,positive
stu_CPVXX19825,TST Respose 18,My idol is lamar jackson,24.0,positive
stu_XUDYN03051,TST Respose 17,I have straight hair,35.0,neutral
stu_YBWGX96937,TST Respose 18,4.8 feed,35.0,neutral
stu_DKGHS98193,TST Respose 20,i look like my mom,35.0,neutral
stu_DKGHS98193,TST Respose 20,i look like my mom,12.0,neutral
stu_UEDQL23543,TST Respose 9,caring,44.0,positive
stu_UEDQL23543,TST Respose 1,[FIRST NAME],5.0,none
stu_MMZHT88458,TST Respose 8,i have long hair,35.0,neutral
stu_WQGUY90279,TST Respose 11,I only speak english,35.0,neutral
stu_UEYTM01990,TST Respose 10,I am helpful,44.0,positive
stu_CLLRZ76280,TST Respose 6,"I like to be quiet, but talk if i have a friend",44.0,positive
stu_CLLRZ76280,TST Respose 6,"I like to be quiet, but talk if i have a friend",10.0,positive
stu_CLLRZ76280,TST Respose 6,"I like to be quiet, but talk if i have a friend",24.0,positive
stu_FPTDO32773,TST Respose 5,Bestfriend,10.0,positive
stu_DHTXQ91573,TST Respose 18,I am a students from 6 grades,22.0,sixthgrader
stu_DHTXQ91573,TST Respose 18,I am a students from 6 grades,4.0,child
stu_DHTXQ91573,TST Respose 18,I am a students from 6 grades,14.0,neutral
stu_QFXDD68186,TST Respose 7,I play volleyball,29.0,neutral
stu_ROXAU39801,TST Respose 2,I am a tall,35.0,neutral
stu_LKAAV41369,TST Respose 9,I love drawing,26.0,positive
stu_LKAAV41369,TST Respose 9,I love drawing,24.0,positive
stu_QACJQ31561,TST Respose 12,i like the color pink,25.0,positive
stu_UAFAK64772,TST Respose 14,grateful,47.0,positive
stu_PKXZK94759,TST Respose 12,I'm somebody who loves there family,24.0,positive
stu_PKXZK94759,TST Respose 12,I'm somebody who loves there family,12.0,positive
stu_RDPGG44681,TST Respose 16,I am sweet,44.0,positive
stu_YPZIM54297,TST Respose 6,I am a dancer,26.0,neutral
stu_VGJIS59600,TST Respose 13,I am extremely scared of the ocean and rivers,24.0,negative
stu_WXAMH04104,TST Respose 13,i hang out with friends,31.0,positive
stu_WXAMH04104,TST Respose 13,i hang out with friends,10.0,positive
stu_WHBZD81732,TST Respose 16,eenglish,7.0,english
stu_FQKSK24193,TST Respose 18,i like watching spooky scary Sunday,27.0,positive
stu_FQKSK24193,TST Respose 18,i like watching spooky scary Sunday,24.0,positive
stu_FNVBP19615,TST Respose 5,I have trobule focusing and understanding certain things.,43.0,neutral
stu_PSHPN85751,TST Respose 14,bye,48.0,none
stu_PKXZK94759,TST Respose 2,I'm 12,4.0,12
stu_KJOZZ30475,TST Respose 2,I'm Brazilian.,7.0,brazilian
stu_PFDTL78462,TST Respose 11,"A nickname I am called is [NICKNAME], but do not call me [NICKNAME] if we are not very close!!",5.0,none
stu_BDAZF88230,TST Respose 7,I am someone with 20/20 vision,36.0,positivee
stu_RDPGG44681,TST Respose 1,I am kind,44.0,positive
stu_KOUYR40301,TST Respose 9,i love money,24.0,positive
stu_QQMSX84242,TST Respose 13,an wip a+ STUDENT,41.0,positive
stu_QQMSX84242,TST Respose 13,an wip a+ STUDENT,14.0,positive
stu_XUDYN03051,TST Respose 12,I have good grades,43.0,positive
stu_XUDYN03051,TST Respose 12,I have good grades,14.0,positive
stu_XUDYN03051,TST Respose 12,I have good grades,25.0,positive
stu_GXIYC47970,TST Respose 18,im a supportive friend,44.0,positive
stu_GXIYC47970,TST Respose 18,im a supportive friend,10.0,positive
stu_KFYJM61476,TST Respose 10,I like to cook and bake.,31.0,positive
stu_KFYJM61476,TST Respose 10,I like to cook and bake.,24.0,positive
stu_CAGAM03126,TST Respose 18,I am a person who loves my two brothers.,24.0,positive
stu_CAGAM03126,TST Respose 18,I am a person who loves my two brothers.,12.0,positive
stu_CAGAM03126,TST Respose 18,I am a person who loves my two brothers.,21.0,none
stu_KCDEU07486,TST Respose 9,I am a student,14.0,neutral
stu_NYHDW07721,TST Respose 19,Frank Ocean fan,24.0,positive
stu_VKCWY07846,TST Respose 16,im not good at math,25.0,negative
stu_WQGUY90279,TST Respose 15,I like walking,24.0,positive
stu_NJZBY59884,TST Respose 13,learn spanish sense my family speak it,25.0,neutral
stu_NJZBY59884,TST Respose 13,learn spanish sense my family speak it,12.0,neutral
stu_NJZBY59884,TST Respose 13,learn spanish sense my family speak it,22.0,learningspanish
stu_YNVPH88845,TST Respose 12,I love the color Purple,24.0,positive
stu_YPZIM54297,TST Respose 4,i an a 6th grader,22.0,sixthgrader
stu_YPZIM54297,TST Respose 4,i an a 6th grader,14.0,neutral
stu_THKBG93560,TST Respose 12,I Have curly Hair.,35.0,neutral
stu_ROULI02103,TST Respose 20,i love sports,24.0,positive
stu_PKXZK94759,TST Respose 6,I'm Jamaican,7.0,jamaican
stu_CHVFQ54169,TST Respose 13,I Love Math.,25.0,positive
stu_CHVFQ54169,TST Respose 13,I Love Math.,24.0,positive
stu_XHGVP79664,TST Respose 19,I like rocks,24.0,positive
stu_FHADA27602,TST Respose 4,i am 12 years old.,4.0,12
stu_BCRYB29652,TST Respose 20,I like summer,24.0,positive
stu_IZQGI75719,TST Respose 12,im in 6th grade,22.0,sixthgrader
stu_IZQGI75719,TST Respose 12,im in 6th grade,14.0,neutral
stu_JOVOI38701,TST Respose 2,I am a 6th grader.,22.0,sixthgrader
stu_JOVOI38701,TST Respose 2,I am a 6th grader.,14.0,neutral
stu_UEDQL23543,TST Respose 13,kind,44.0,positive
stu_EUWJA76858,TST Respose 16,I like field trips.,24.0,positive
stu_HEPWQ98561,TST Respose 11,i like money,24.0,positive
stu_PYEUW09959,TST Respose 20,I live in [CITY],9.0,city
stu_KCDEU07486,TST Respose 6,I'm good at writing,25.0,positive
stu_ANAWT41929,TST Respose 19,My favorite anime is jujutsu kisen,24.0,positive
stu_AQNHF52456,TST Respose 15,respectful,44.0,positive
stu_WXAMH04104,TST Respose 3,im in band,26.0,neutral
stu_THKBG93560,TST Respose 17,I'm a food lover.,24.0,positive
stu_CQRFU18177,TST Respose 4,I love running,29.0,positive
stu_CQRFU18177,TST Respose 4,I love running,24.0,positive
stu_JPMJO86637,TST Respose 7,i'm friendly,44.0,positive
stu_MRIWT64391,TST Respose 3,[FIRST NAME],5.0,none
stu_YBWGX96937,TST Respose 1,i not like my grades,25.0,negative
stu_YBWGX96937,TST Respose 1,i not like my grades,24.0,negative
stu_VNSDU81090,TST Respose 1,i am a boy,2.0,boy
stu_WYTLH51489,TST Respose 14,I like to write,25.0,positive
stu_WYTLH51489,TST Respose 14,I like to write,24.0,positive
stu_ROULI02103,TST Respose 18,i love money,24.0,positive
stu_CLLRZ76280,TST Respose 1,My favorite color is black and green,24.0,positive
stu_OCRTY88035,TST Respose 6,I am someone that loves dogs.,24.0,positive
stu_ZQMQQ26810,TST Respose 9,i am a smart person,43.0,positive
stu_ZQMQQ26810,TST Respose 9,i am a smart person,21.0,none
stu_SJNFF34466,TST Respose 16,im chief keef,48.0,none
stu_UYUIH18635,TST Respose 16,i like shoes,24.0,positive
stu_RNIHY62490,TST Respose 4,I am from Africa,7.0,african
stu_JUQPD47363,TST Respose 2,I am a catcher on my softball team.,29.0,neutral
stu_UEDQL23543,TST Respose 17,take a Chinese class,25.0,neutral
stu_MMNSJ38829,TST Respose 14,I like to have parties.,24.0,positive
stu_FVHVM49769,TST Respose 18,i like alfrado,24.0,positive
stu_DERZZ01872,TST Respose 19,I like learning about pemdas,25.0,positive
stu_DERZZ01872,TST Respose 19,I like learning about pemdas,24.0,positive
stu_EHLZF06092,TST Respose 20,I love Rihanna,24.0,positive
stu_SIWRL23181,TST Respose 7,i am a soccer lover,29.0,neutral
stu_LVOOZ80056,TST Respose 12,I am a soccer player.,29.0,neutral
stu_SELBD60428,TST Respose 20,steudent,14.0,neutral
stu_QACJQ31561,TST Respose 13,my type hair is 4c hair,35.0,neutral
stu_ZYUDW82089,TST Respose 20,i am smart,43.0,positive
stu_FBWGP41232,TST Respose 9,I like to silly draw,26.0,positive
stu_FBWGP41232,TST Respose 9,I like to silly draw,24.0,positive
stu_GXMFA19655,TST Respose 2,athlete,29.0,neutral
stu_WZRKM29688,TST Respose 7,i like football,29.0,positive
stu_WZRKM29688,TST Respose 7,i like football,24.0,positive
stu_FTOYB42084,TST Respose 16,im a,48.0,none
stu_ABSGH36082,TST Respose 12,My favorite pet is a Dog,24.0,positive
stu_TDURA35752,TST Respose 11,I am smart,43.0,positive
stu_NZWIU92234,TST Respose 9,I know how to cook spaghetti,31.0,neutral
stu_UHXBA77476,TST Respose 4,I dance,26.0,neutral
stu_LDUML32113,TST Respose 19,im a dreadhead,35.0,neutral
stu_EUIXK95276,TST Respose 2,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",31.0,positive
stu_EUIXK95276,TST Respose 2,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",14.0,neutral
stu_EUIXK95276,TST Respose 2,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",24.0,positive
stu_EUIXK95276,TST Respose 2,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",26.0,positive
stu_EUIXK95276,TST Respose 2,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",29.0,positive
stu_EHLZF06092,TST Respose 17,I love mcdonalds and wendys and dairy queen and sonics,24.0,positive
stu_WHBZD81732,TST Respose 4,idiot,43.0,negative
stu_OFAWH83528,TST Respose 11,i like to got to funz,31.0,positive
stu_OFAWH83528,TST Respose 11,i like to got to funz,24.0,positive
stu_SOWGI28002,TST Respose 17,I am someone who loves Cape Verde,24.0,positive
stu_SELBD60428,TST Respose 6,[FIRST LAST NAME],5.0,none
stu_VSSOO37726,TST Respose 3,I like recesses,24.0,positive
stu_FUILC09238,TST Respose 18,I'm nonchalant,42.0,neutral
stu_VFKRH03938,TST Respose 3,i am Portuguese and Cape Verden,7.0,portuguese and cape verdean
stu_DERZZ01872,TST Respose 14,I have a cat,32.0,none
stu_VQFBG95862,TST Respose 7,i am a happy guy,45.0,positive
stu_VQFBG95862,TST Respose 7,i am a happy guy,2.0,boy
stu_IGLSS89625,TST Respose 10,i like shool,24.0,positive
stu_ZUARE93356,TST Respose 8,My favorite drink is a mango smoothy,24.0,positive
stu_FNVBP19615,TST Respose 1,I am a girl.,2.0,girl
stu_UAFAK64772,TST Respose 16,trustworthy,43.0,positive
stu_RSKDK68207,TST Respose 16,I like to make stories about culture and research things about that culture.,25.0,positive
stu_RSKDK68207,TST Respose 16,I like to make stories about culture and research things about that culture.,24.0,positive
stu_RUBQU39803,TST Respose 9,i am a lovely,48.0,none
stu_DHTXQ91573,TST Respose 17,I am a students from 6 grades,22.0,sixthgrader
stu_DHTXQ91573,TST Respose 17,I am a students from 6 grades,4.0,child
stu_DHTXQ91573,TST Respose 17,I am a students from 6 grades,14.0,neutral
stu_JERPG96865,TST Respose 20,i like games,28.0,positive
stu_JERPG96865,TST Respose 20,i like games,24.0,positive
stu_ROULI02103,TST Respose 19,i love music,24.0,positive
stu_ORUUL82324,TST Respose 14,I have a VERY strict mother,12.0,neutral
stu_JOKOV89559,TST Respose 3,I am someone who works very hard,41.0,positive
stu_CNIFN64507,TST Respose 12,im caribbean,7.0,caribbean
stu_IKUOQ66846,TST Respose 19,respects,48.0,none
stu_WAWDW95831,TST Respose 13,I love soccer.,29.0,positive
stu_WAWDW95831,TST Respose 13,I love soccer.,24.0,positive
stu_BESSB35006,TST Respose 14,im 12,4.0,12
stu_XSQUV53095,TST Respose 16,I AM [FIRST NAME] A WRITER,24.0,neutral
stu_XSQUV53095,TST Respose 16,I AM [FIRST NAME] A WRITER,5.0,none
stu_FQEST23326,TST Respose 2,I am nice,44.0,positive
stu_JERPG96865,TST Respose 19,i like music,24.0,positive
stu_PKXZK94759,TST Respose 9,I'm somebody who likes to use TikTok,27.0,positive
stu_PKXZK94759,TST Respose 9,I'm somebody who likes to use TikTok,24.0,positive
stu_IZQGI75719,TST Respose 7,i wear glasses,35.0,neutral
stu_QOGPO20181,TST Respose 20,My favorite food is Chick fil a,24.0,positive
stu_ECYEC76336,TST Respose 14,I am a person who likes R&B music,24.0,positive
stu_ECYEC76336,TST Respose 14,I am a person who likes R&B music,21.0,none
stu_TYPZX10676,TST Respose 16,i love reading,25.0,positive
stu_TYPZX10676,TST Respose 16,i love reading,24.0,positive
